2,348,2016-05-21 08:00:00.000
3,87,2015-06-11 08:00:00.000
6,609,2016-07-15 08:00:00.000
8,783,2015-11-24 08:00:00.000
9,348,2016-05-03 08:00:00.000
15,87,2016-01-10 08:00:00.000
16,609,2016-09-28 08:00:00.000
18,174,2015-08-15 08:00:00.000
20,696,2015-10-16 08:00:00.000
23,696,2015-06-11 08:00:00.000
25,174,2016-09-29 08:00:00.000
32,87,2015-12-30 08:00:00.000
33,261,2015-03-25 08:00:00.000
34,609,2015-03-22 08:00:00.000
35,174,2015-06-29 08:00:00.000
42,870,2016-10-01 08:00:00.000
44,174,2016-12-02 08:00:00.000
45,870,2016-04-06 08:00:00.000
47,174,2015-09-07 08:00:00.000
50,261,2015-02-09 08:00:00.000
58,435,2015-04-23 08:00:00.000
62,435,2016-01-15 08:00:00.000
70,87,2016-12-03 08:00:00.000
73,261,2016-02-08 08:00:00.000
76,783,2015-09-30 08:00:00.000
79,870,2015-07-05 08:00:00.000
80,957,2015-04-20 08:00:00.000
81,174,2016-06-05 08:00:00.000
82,435,2016-07-19 08:00:00.000
84,435,2016-04-14 08:00:00.000
87,348,2015-10-30 08:00:00.000
99,348,2016-03-26 08:00:00.000
104,348,2016-12-15 08:00:00.000
105,174,2015-01-06 08:00:00.000
107,783,2015-02-23 08:00:00.000
116,435,2016-09-24 08:00:00.000
117,696,2015-05-24 08:00:00.000
119,957,2016-04-30 08:00:00.000
120,783,2016-03-21 08:00:00.000
124,870,2015-03-07 08:00:00.000
126,783,2016-06-03 08:00:00.000
129,957,2016-02-27 08:00:00.000
130,783,2016-01-18 08:00:00.000
133,87,2015-06-11 08:00:00.000
137,348,2015-06-23 08:00:00.000
138,261,2016-09-22 08:00:00.000
140,870,2015-03-03 08:00:00.000
141,87,2015-07-07 08:00:00.000
143,522,2016-01-25 08:00:00.000
145,174,2016-01-12 08:00:00.000
146,261,2015-02-13 08:00:00.000
147,174,2015-08-14 08:00:00.000
148,609,2016-05-05 08:00:00.000
149,783,2015-10-23 08:00:00.000
150,696,2016-10-13 08:00:00.000
151,348,2015-01-07 08:00:00.000
152,348,2016-03-13 08:00:00.000
157,957,2016-12-22 08:00:00.000
159,957,2016-05-16 08:00:00.000
160,696,2016-01-14 08:00:00.000
161,522,2015-07-15 08:00:00.000
164,870,2015-10-08 08:00:00.000
167,522,2015-09-23 08:00:00.000
168,522,2016-10-23 08:00:00.000
174,870,2015-12-01 08:00:00.000
175,696,2015-02-03 08:00:00.000
176,696,2015-01-26 08:00:00.000
178,957,2016-12-31 08:00:00.000
179,348,2015-07-19 08:00:00.000
182,522,2016-04-25 08:00:00.000
197,696,2015-03-03 08:00:00.000
198,261,2016-09-08 08:00:00.000
202,609,2016-11-30 08:00:00.000
205,261,2015-12-10 08:00:00.000
214,522,2015-06-21 08:00:00.000
226,174,2015-02-26 08:00:00.000
229,696,2016-05-26 08:00:00.000
230,696,2016-09-09 08:00:00.000
234,87,2016-01-23 08:00:00.000
235,522,2015-06-16 08:00:00.000
239,609,2016-01-12 08:00:00.000
241,435,2015-12-23 08:00:00.000
244,174,2016-08-29 08:00:00.000
247,348,2015-10-25 08:00:00.000
252,870,2016-03-12 08:00:00.000
253,174,2016-04-11 08:00:00.000
255,522,2016-12-11 08:00:00.000
257,783,2015-03-21 08:00:00.000
258,174,2015-08-12 08:00:00.000
259,783,2016-10-31 08:00:00.000
260,609,2016-07-05 08:00:00.000
262,870,2015-06-21 08:00:00.000
265,174,2016-07-24 08:00:00.000
266,783,2016-02-16 08:00:00.000
271,870,2015-07-03 08:00:00.000
274,261,2015-01-20 08:00:00.000
278,957,2015-08-27 08:00:00.000
280,522,2016-07-24 08:00:00.000
283,522,2015-04-08 08:00:00.000
284,87,2015-11-07 08:00:00.000
286,261,2015-04-09 08:00:00.000
288,870,2016-05-25 08:00:00.000
291,870,2015-06-17 08:00:00.000
292,348,2015-07-27 08:00:00.000
293,435,2016-01-28 08:00:00.000
295,609,2015-10-26 08:00:00.000
300,348,2016-08-13 08:00:00.000
301,261,2015-06-27 08:00:00.000
303,609,2015-07-30 08:00:00.000
305,174,2015-09-19 08:00:00.000
306,783,2016-10-31 08:00:00.000
307,609,2016-09-17 08:00:00.000
309,87,2015-10-24 08:00:00.000
310,522,2015-09-17 08:00:00.000
318,870,2016-11-17 08:00:00.000
319,348,2015-11-24 08:00:00.000
320,435,2015-03-03 08:00:00.000
321,174,2015-08-03 08:00:00.000
325,522,2015-05-17 08:00:00.000
327,957,2015-02-28 08:00:00.000
329,348,2015-07-06 08:00:00.000
330,957,2015-12-05 08:00:00.000
331,696,2015-11-20 08:00:00.000
332,522,2016-01-17 08:00:00.000
334,348,2015-11-13 08:00:00.000
335,957,2015-09-29 08:00:00.000
337,87,2015-05-11 08:00:00.000
338,435,2016-07-25 08:00:00.000
341,348,2015-12-27 08:00:00.000
342,261,2016-07-16 08:00:00.000
347,522,2016-09-06 08:00:00.000
348,957,2016-04-26 08:00:00.000
352,609,2016-08-18 08:00:00.000
358,348,2015-02-12 08:00:00.000
359,435,2015-01-17 08:00:00.000
362,435,2016-07-20 08:00:00.000
364,609,2015-10-28 08:00:00.000
365,957,2016-10-01 08:00:00.000
368,783,2015-04-26 08:00:00.000
369,696,2015-02-07 08:00:00.000
371,609,2015-12-15 08:00:00.000
372,522,2016-02-28 08:00:00.000
373,522,2015-07-23 08:00:00.000
374,870,2015-06-23 08:00:00.000
376,435,2016-08-05 08:00:00.000
378,435,2015-04-01 08:00:00.000
379,696,2015-01-23 08:00:00.000
386,348,2016-04-25 08:00:00.000
387,783,2016-10-16 08:00:00.000
388,87,2015-03-25 08:00:00.000
390,696,2016-09-21 08:00:00.000
391,696,2015-11-03 08:00:00.000
392,261,2016-07-27 08:00:00.000
396,783,2016-08-03 08:00:00.000
398,435,2015-05-06 08:00:00.000
400,261,2015-06-08 08:00:00.000
404,348,2016-02-09 08:00:00.000
407,174,2015-10-25 08:00:00.000
409,609,2015-06-23 08:00:00.000
410,435,2016-03-20 08:00:00.000
412,522,2016-11-01 08:00:00.000
414,261,2016-11-16 08:00:00.000
418,870,2016-10-07 08:00:00.000
421,522,2015-04-12 08:00:00.000
422,870,2016-04-27 08:00:00.000
423,522,2016-08-08 08:00:00.000
425,783,2016-03-03 08:00:00.000
426,783,2015-03-17 08:00:00.000
427,870,2016-04-29 08:00:00.000
435,870,2016-06-08 08:00:00.000
437,609,2015-09-10 08:00:00.000
438,870,2015-02-16 08:00:00.000
440,522,2016-09-11 08:00:00.000
447,348,2016-07-10 08:00:00.000
448,696,2016-12-06 08:00:00.000
456,87,2015-11-27 08:00:00.000
457,87,2015-10-30 08:00:00.000
458,957,2016-02-16 08:00:00.000
460,522,2015-07-18 08:00:00.000
464,609,2015-07-04 08:00:00.000
465,87,2016-09-10 08:00:00.000
466,174,2015-02-13 08:00:00.000
469,957,2015-05-23 08:00:00.000
470,870,2016-03-13 08:00:00.000
473,435,2015-06-18 08:00:00.000
475,522,2016-08-14 08:00:00.000
476,609,2015-10-12 08:00:00.000
478,174,2016-09-16 08:00:00.000
480,870,2015-04-24 08:00:00.000
485,261,2015-09-23 08:00:00.000
489,783,2016-08-27 08:00:00.000
492,957,2015-05-16 08:00:00.000
495,348,2015-05-28 08:00:00.000
497,696,2015-11-25 08:00:00.000
498,870,2015-01-23 08:00:00.000
505,957,2016-07-11 08:00:00.000
507,696,2016-04-19 08:00:00.000
510,696,2016-07-28 08:00:00.000
511,609,2015-04-24 08:00:00.000
512,870,2016-06-16 08:00:00.000
518,435,2015-10-05 08:00:00.000
521,696,2015-06-21 08:00:00.000
523,522,2016-09-08 08:00:00.000
524,696,2015-06-29 08:00:00.000
525,783,2015-12-24 08:00:00.000
526,957,2016-04-02 08:00:00.000
528,261,2015-02-09 08:00:00.000
529,435,2015-08-05 08:00:00.000
532,783,2015-09-14 08:00:00.000
534,957,2015-01-18 08:00:00.000
538,957,2016-07-11 08:00:00.000
539,957,2016-12-14 08:00:00.000
541,348,2016-03-07 08:00:00.000
542,174,2015-02-12 08:00:00.000
544,174,2015-05-31 08:00:00.000
545,261,2015-08-31 08:00:00.000
546,261,2016-05-20 08:00:00.000
548,870,2015-06-20 08:00:00.000
553,435,2016-08-03 08:00:00.000
554,609,2016-06-13 08:00:00.000
556,696,2015-09-15 08:00:00.000
558,261,2015-12-23 08:00:00.000
561,870,2016-03-02 08:00:00.000
566,783,2016-03-08 08:00:00.000
570,783,2016-04-10 08:00:00.000
572,174,2016-06-21 08:00:00.000
573,261,2015-10-15 08:00:00.000
576,174,2016-12-16 08:00:00.000
583,609,2016-01-07 08:00:00.000
585,87,2016-01-17 08:00:00.000
588,87,2016-07-21 08:00:00.000
592,261,2016-04-30 08:00:00.000
595,957,2016-10-05 08:00:00.000
596,348,2015-11-12 08:00:00.000
607,609,2016-05-02 08:00:00.000
610,261,2015-10-21 08:00:00.000
612,261,2016-02-18 08:00:00.000
614,783,2016-03-10 08:00:00.000
617,957,2016-06-05 08:00:00.000
618,87,2015-01-09 08:00:00.000
621,174,2016-09-21 08:00:00.000
625,783,2016-02-11 08:00:00.000
627,435,2015-09-19 08:00:00.000
628,174,2016-02-22 08:00:00.000
630,609,2016-02-10 08:00:00.000
631,957,2015-10-01 08:00:00.000
632,87,2016-07-05 08:00:00.000
633,609,2015-02-13 08:00:00.000
634,609,2016-05-12 08:00:00.000
638,261,2016-11-16 08:00:00.000
639,696,2016-03-01 08:00:00.000
641,609,2015-09-03 08:00:00.000
644,870,2015-08-26 08:00:00.000
652,609,2016-04-05 08:00:00.000
653,348,2016-01-20 08:00:00.000
657,609,2015-06-11 08:00:00.000
662,435,2015-11-06 08:00:00.000
663,783,2016-11-08 08:00:00.000
664,609,2015-11-12 08:00:00.000
665,261,2016-08-21 08:00:00.000
667,174,2015-05-18 08:00:00.000
668,87,2015-02-17 08:00:00.000
674,957,2016-01-02 08:00:00.000
675,609,2016-02-24 08:00:00.000
677,696,2015-06-15 08:00:00.000
679,696,2016-11-08 08:00:00.000
681,435,2016-07-10 08:00:00.000
